geneID	chr	start	end
LOC100117511	NC_045757.1	69333	72996
LOC100117513	NC_045761.1	19795357	19803613
LOC100117514	NC_045759.1	21415113	21432278
LOC100117516	NC_045760.1	25637556	25639472
LOC100117520	NC_045759.1	18848781	18920357
LOC100117522	NC_045757.1	25291634	25297716
LOC100117523	NC_045760.1	17452892	17553220
LOC100117524	NC_045761.1	14020822	14024881
LOC100117525	NC_045759.1	24398365	24401800
LOC100117526	NC_045760.1	8279266	8290807
LOC100117527	NC_045761.1	27337471	27378255
LOC100117529	NC_045758.1	9039505	9047099
LOC100117530	NC_045758.1	2706196	2709676
LOC100117535	NC_045757.1	27615148	27618630
LOC100117537	NC_045759.1	8182849	8186023
LOC100117539	NC_045761.1	8652592	8656716
LOC100117545	NC_045758.1	239141	245238
LOC100117546	NC_045758.1	21637374	21639819
LOC100117548	NC_045757.1	10924940	10928035
LOC100117550	NC_045758.1	27389219	27391016
LOC100117552	NC_045761.1	19806580	19809146
LOC100117553	NC_045759.1	21435155	21446444
LOC100117554	NC_045760.1	25609832	25637351
LOC100117556	NW_022279624.1	3079267	3087460
LOC100117557	NC_045758.1	33156984	33160157
LOC100117558	NC_045759.1	18944071	18945757
LOC100117559	NC_045758.1	34887064	34892836
LOC100117560	NC_045757.1	25296936	25304936
LOC100117561	NC_045760.1	17552381	17554311
LOC100117562	NC_045759.1	24402019	24403355
LOC100117563	NC_045761.1	27310189	27335933
LOC100117564	NC_045758.1	9035818	9037736
LOC100117567	NC_045760.1	10448291	10452428
LOC100117569	NC_045758.1	2709930	2712687
LOC100117571	NC_045759.1	3876199	3878300
LOC100117572	NC_045760.1	4183590	4190148
LOC100117575	NC_045757.1	28207167	28209035
LOC100117577	NC_045759.1	8116238	8118598
LOC100117578	NC_045760.1	25961328	25971892
LOC100117579	NC_045761.1	8651719	8652676
LOC100117580	NC_045758.1	24002275	24004680
LOC100117581	NC_045758.1	7850781	7852745
LOC100117582	NC_045760.1	32536196	32537560
LOC100117583	NC_045761.1	20601855	20604386
LOC100117584	NC_045758.1	222613	228384
LOC100117585	NC_045758.1	21640836	21644076
LOC100117586	NC_045757.1	4605106	4607086
LOC100117587	NC_045757.1	10916187	10924934
LOC100117590	NC_045758.1	27316333	27328791
LOC100117598	NW_022279624.1	3081767	3091345
LOC100117599	NC_045759.1	18990231	18994642
LOC100117600	NC_045758.1	34884624	34887321
LOC100117602	NC_045761.1	14014677	14021864
LOC100117603	NC_045759.1	24490269	24493097
LOC100117604	NC_045760.1	8296570	8331052
LOC100117605	NW_022279623.1	3657893	3666664
LOC100117607	NC_045758.1	9028805	9035704
LOC100117610	NC_045758.1	2712281	2716728
LOC100117614	NC_045760.1	4178759	4183151
LOC100117616	NC_045757.1	27579023	27581654
LOC100117617	NC_045757.1	28215217	28219813
LOC100117618	NC_045757.1	20500806	20519664
LOC100117621	NC_045761.1	8649247	8651664
LOC100117624	NC_045758.1	7824275	7850761
LOC100117626	NC_045760.1	32529516	32536272
LOC100117630	NC_045758.1	21644245	21732692
LOC100117631	NC_045757.1	4607159	4609649
LOC100117633	NW_022279657.1	391061	395150
LOC100117637	NC_045757.1	87543	89418
LOC100117638	NC_045759.1	21452203	21459873
LOC100117640	NC_045759.1	14211000	14215742
LOC100117642	NC_045758.1	34881480	34886611
LOC100117644	NC_045760.1	17558320	17561706
LOC100117646	NC_045759.1	24495330	24496488
LOC100117647	NC_045760.1	8309954	8312609
LOC100117650	NW_022279623.1	3652668	3657375
LOC100117651	NC_045758.1	9016144	9028498
LOC100117653	NC_045761.1	28139284	28141559
LOC100117655	NC_045760.1	4171844	4178886
LOC100117660	NC_045761.1	8640030	8640524
LOC100117661	NC_045758.1	24008867	24013359
LOC100117666	NC_045760.1	32517898	32520752
LOC100117667	NC_045761.1	16734006	16772612
LOC100117668	NC_045761.1	20535958	20680114
LOC100117669	NC_045758.1	209100	214919
LOC100117670	NC_045757.1	4612539	4614103
LOC100117671	NC_045758.1	27130699	27132709
LOC100117673	NC_045757.1	90365	97055
LOC100117675	NC_045759.1	21460700	21466370
LOC100117677	NC_045758.1	27854119	27876975
LOC100117679	NC_045759.1	14216196	14285744
LOC100117680	NC_045758.1	33129162	33131695
LOC100117681	NC_045759.1	19132848	19135133
LOC100117682	NC_045758.1	34878996	34881525
LOC100117683	NC_045757.1	25323892	25359243
LOC100117684	NC_045760.1	17561962	17577331
LOC100117685	NC_045759.1	24536166	24537823
LOC100117689	NW_022279623.1	3649337	3652703
LOC100117690	NC_045758.1	8989861	8999016
LOC100117691	NC_045760.1	10437520	10440887
LOC100117692	NW_022279653.1	41682	578104
LOC100117696	NC_045760.1	4158015	4159199
LOC100117698	NC_045757.1	28167954	28171452
LOC100117699	NC_045757.1	28255346	28260238
LOC100117700	NC_045757.1	5014636	5017786
LOC100117701	NC_045759.1	7763963	7764758
LOC100117702	NC_045760.1	25875254	25949529
LOC100117703	NC_045761.1	8630117	8633048
LOC100117704	NC_045757.1	29581522	29582342
LOC100117709	NC_045761.1	16884582	16932366
LOC100117712	NC_045758.1	21733574	21750776
LOC100117714	NW_022279590.1	1059135	1061968
LOC100117715	NC_045758.1	27122909	27124839
LOC100117717	NC_045757.1	96987	116021
LOC100117718	NC_045759.1	21466306	21471436
LOC100117720	NW_022279655.1	1370593	1375460
LOC100117721	NC_045758.1	27878298	27889480
LOC100117722	NC_045757.1	32169799	32173882
LOC100117725	NC_045758.1	33121530	33129175
LOC100117727	NC_045758.1	34867149	34875720
LOC100117728	NC_045759.1	24555744	24564718
LOC100117729	NC_045761.1	27296399	27305689
LOC100117731	NC_045758.1	8981673	8989782
LOC100117732	NC_045760.1	10432878	10435843
LOC100117736	NC_045760.1	4139445	4158295
LOC100117738	NC_045757.1	28160843	28167966
LOC100117740	NC_045757.1	5011666	5014383
LOC100117741	NC_045759.1	7719002	7720609
LOC100117742	NC_045761.1	8627086	8630126
LOC100117744	NC_045759.1	10877000	10884726
LOC100117745	NC_045758.1	7818768	7829750
LOC100117746	NC_045760.1	32497797	32500831
LOC100117748	NC_045758.1	184057	189389
LOC100117750	NC_045758.1	21750873	21754540
LOC100117751	NC_045758.1	27105090	27107032
LOC100117752	NC_045758.1	14338583	14343062
LOC100117754	NC_045757.1	118626	130520
LOC100117755	NC_045759.1	21471674	21476325
LOC100117756	NC_045757.1	32175086	32178367
LOC100117758	NC_045758.1	33116406	33120990
LOC100117760	NC_045757.1	25362560	25369977
LOC100117764	NC_045759.1	24563500	24566826
LOC100117765	NC_045760.1	8331402	8333890
LOC100117767	NC_045758.1	8974230	8982910
LOC100117768	NC_045760.1	24969792	24983210
LOC100117769	NC_045760.1	10430560	10432825
LOC100117771	NC_045758.1	2748162	2750314
LOC100117773	NC_045759.1	3885520	3902540
LOC100117775	NC_045757.1	28100265	28160587
LOC100117777	NC_045759.1	7570794	7576764
LOC100117781	NC_045760.1	32481778	32485687
LOC100117783	NC_045761.1	20525433	20528768
LOC100117784	NC_045758.1	180702	182660
LOC100117786	NC_045758.1	21755018	21758020
LOC100117787	NC_045757.1	4616670	4618681
LOC100117789	NC_045758.1	26561970	26564698
LOC100117790	NC_045758.1	14340446	14342812
LOC100117792	NC_045760.1	23617682	23621206
LOC100117794	NC_045759.1	21476877	21549241
LOC100117795	NW_022279591.1	68370	311272
LOC100117796	NW_022279655.1	1379472	1383770
LOC100117797	NC_045758.1	27908124	27909774
LOC100117798	NC_045757.1	32178713	32181348
LOC100117800	NC_045760.1	6947522	6948686
LOC100117801	NC_045757.1	25379996	25394062
LOC100117803	NC_045761.1	13959304	13967806
LOC100117805	NC_045759.1	24570780	24573041
LOC100117806	NC_045760.1	8337185	8341693
LOC100117808	NC_045760.1	24912183	24962713
LOC100117809	NW_022279588.1	3108843	3248532
LOC100117810	NC_045758.1	2750249	2761172
LOC100117812	NC_045760.1	4107119	4118397
LOC100117814	NC_045757.1	28034302	28098244
LOC100117816	NC_045759.1	7576945	7579315
LOC100117819	NC_045759.1	10891478	10894238
LOC100117821	NC_045758.1	7767459	7777428
LOC100117824	NC_045757.1	10882427	10895521
LOC100117826	NC_045758.1	26559742	26561962
LOC100117827	NC_045758.1	14387110	14388753
LOC100117829	NW_022279655.1	1383969	1396182
LOC100117830	NC_045758.1	27909120	27913236
LOC100117832	NC_045759.1	14285840	14298204
LOC100117833	NC_045758.1	33097584	33101401
LOC100117836	NC_045758.1	34851156	34861865
LOC100117837	NC_045757.1	25401486	25417941
LOC100117838	NC_045761.1	13954254	13958787
LOC100117839	NC_045759.1	24584073	24586542
LOC100117840	NC_045760.1	8348363	8436834
LOC100117841	NC_045761.1	27277796	27280289
LOC100117842	NW_022279623.1	3595656	3628246
LOC100117843	NC_045760.1	24903818	24907965
LOC100117847	NC_045758.1	2761225	2764616
LOC100117848	NC_045759.1	3904902	3910133
LOC100117850	NC_045760.1	4104087	4107023
LOC100117851	NC_045757.1	28032328	28034110
LOC100117852	NC_045759.1	7547066	7548723
LOC100117853	NC_045758.1	18847566	18852115
LOC100117854	NC_045757.1	29312071	29440680
LOC100117856	NC_045759.1	10891337	10902856
LOC100117857	NC_045758.1	7764480	7766979
LOC100117861	NC_045761.1	20451640	20521970
LOC100117862	NC_045758.1	172218	179102
LOC100117865	NC_045757.1	4619084	4623262
LOC100117866	NC_045758.1	26484462	26487379
LOC100117868	NC_045758.1	14416791	14419555
LOC100117870	NC_045757.1	132613	138121
LOC100117871	NC_045759.1	21549321	21551818
LOC100117873	NC_045758.1	27917977	27919824
LOC100117874	NC_045757.1	32189101	32207160
LOC100117875	NC_045758.1	33082940	33087952
LOC100117876	NC_045759.1	19206202	19222897
LOC100117877	NC_045760.1	6898076	6911863
LOC100117878	NW_022279629.1	569718	837199
LOC100117881	NC_045761.1	27268195	27273963
LOC100117882	NW_022279623.1	3614646	3624283
LOC100117883	NC_045758.1	8905712	8968858
LOC100117884	NC_045760.1	24832366	24903663
LOC100117886	NW_022279657.1	1144162	1149810
LOC100117887	NC_045759.1	3909975	3911443
LOC100117890	NC_045757.1	2829993	2835585
LOC100117895	NC_045758.1	18853203	18858661
LOC100117896	NC_045761.1	8601179	8603568
LOC100117898	NC_045759.1	10902695	10907168
LOC100117899	NC_045758.1	7742203	7748856
LOC100117900	NC_045760.1	32461880	32464641
LOC100117902	NC_045761.1	17000288	17002201
LOC100117904	NC_045758.1	144259	163765
LOC100117906	NC_045757.1	4623825	4626348
LOC100117908	NC_045758.1	14447064	14449250
LOC100117910	NC_045757.1	137717	139740
LOC100117911	NC_045759.1	21551334	21555750
LOC100117913	NC_045758.1	27920173	27922760
LOC100117914	NC_045758.1	33075313	33082188
LOC100117915	NC_045759.1	19227127	19230925
LOC100117916	NW_022279655.1	1415413	1418257
LOC100117917	NC_045760.1	6886117	6888604
LOC100117918	NC_045758.1	34842718	34850348
LOC100117919	NC_045760.1	17606297	17626930
LOC100117921	NC_045759.1	24706561	24707698
LOC100117923	NC_045761.1	27266592	27268816
LOC100117924	NC_045758.1	8889332	8905237
LOC100117928	NC_045757.1	2827061	2829348
LOC100117929	NC_045757.1	28027267	28030039
LOC100117931	NC_045759.1	6879825	6888019
LOC100117932	NC_045758.1	18859628	18863763
LOC100117933	NC_045761.1	8592548	8598972
LOC100117934	NC_045759.1	10909084	10914570
LOC100117935	NC_045758.1	7738406	7744043
LOC100117936	NC_045760.1	32458834	32461284
LOC100117942	NC_045757.1	4629746	4634134
LOC100117943	NC_045757.1	10877634	10882013
LOC100117944	NW_022279589.1	1774538	1777729
LOC100117945	NC_045758.1	25736215	25739114
LOC100117947	NC_045758.1	14452551	14457935
LOC100117948	NC_045759.1	21556631	21563122
LOC100117949	NC_045758.1	27922844	27926260
LOC100117950	NC_045759.1	14314111	14322243
LOC100117951	NC_045757.1	19855529	19898101
LOC100117952	NC_045758.1	33057204	33074461
LOC100117953	NC_045759.1	19231321	19237560
LOC100117954	NW_022279655.1	1412269	1415737
LOC100117955	NC_045760.1	6808224	6810515
LOC100117956	NC_045757.1	25471705	25476226
LOC100117957	NC_045760.1	17629497	17644691
LOC100117958	NC_045761.1	13927156	13940005
LOC100117959	NC_045759.1	24734224	24736618
LOC100117960	NC_045760.1	8486638	8492578
LOC100117961	NC_045761.1	27261918	27266395
LOC100117963	NC_045758.1	8887250	8888977
LOC100117964	NC_045760.1	10399439	10410227
LOC100117965	NC_045758.1	2819368	2823568
LOC100117966	NC_045759.1	3913372	3917868
LOC100117968	NC_045760.1	4096500	4098022
LOC100117970	NC_045759.1	6362174	6365572
LOC100117971	NC_045760.1	25834742	25837427
LOC100117972	NC_045761.1	8589697	8593284
LOC100117973	NC_045758.1	7735110	7737453
LOC100117976	NC_045758.1	101681	129021
LOC100117977	NC_045757.1	4632632	4695929
LOC100117978	NC_045757.1	10866368	10874443
LOC100117979	NW_022279617.1	58165	60331
LOC100117980	NC_045758.1	25734867	25736186
LOC100117981	NC_045758.1	14457871	14460416
LOC100117985	NC_045757.1	32215995	32222514
LOC100117986	NC_045759.1	14321969	14334039
LOC100117988	NW_022279655.1	1410200	1412479
LOC100117989	NC_045760.1	6721205	6723078
LOC100117990	NC_045758.1	34833191	34837408
LOC100117991	NC_045761.1	13906598	13919401
LOC100117993	NC_045760.1	8492837	8495757
LOC100117996	NC_045758.1	8883471	8886001
LOC100118000	NC_045760.1	10393308	10398759
LOC100118001	NC_045758.1	2823837	2845668
LOC100118003	NC_045761.1	9381287	9381785
LOC100118004	NC_045760.1	4094062	4095767
LOC100118005	NC_045757.1	28012322	28019173
LOC100118006	NC_045757.1	28278758	28379442
LOC100118008	NC_045759.1	6360780	6362104
LOC100118009	NW_022279624.1	1457868	1461956
LOC100118010	NC_045758.1	7730600	7734930
LOC100118011	NC_045761.1	17004756	17010225
LOC100118012	NC_045758.1	96518	99064
LOC100118014	NC_045758.1	21809089	21821062
LOC100118015	NC_045757.1	10802887	10864871
LOC100118017	NC_045758.1	25616481	25618403
LOC100118018	NC_045758.1	15040818	15043262
LOC100118019	NC_045757.1	156818	161483
LOC100118020	NC_045758.1	27926250	27929308
LOC100118021	NC_045757.1	32222581	32226955
LOC100118022	NC_045759.1	14334161	14342924
LOC100118023	NC_045758.1	32983386	33026194
LOC100118024	NC_045759.1	19237646	19240462
LOC100118025	NC_045760.1	6429402	6463259
LOC100118026	NC_045758.1	34780884	34832425
LOC100118027	NC_045757.1	25490424	25492223
LOC100118028	NC_045759.1	22866648	22872125
LOC100118029	NC_045760.1	8495772	8514814
LOC100118030	NC_045761.1	27255381	27262634
LOC100118031	NC_045758.1	8880453	8883374
LOC100118032	NC_045760.1	24815215	24827925
LOC100118033	NC_045760.1	10387973	10393223
LOC100118034	NC_045758.1	2845842	2848446
LOC100118036	NC_045761.1	9380028	9380439
LOC100118038	NC_045760.1	4090366	4093007
LOC100118039	NC_045757.1	4797832	4800769
LOC100118041	NC_045759.1	6290683	6292318
LOC100118043	NC_045760.1	25833256	25834629
LOC100118044	NC_045761.1	8583752	8588956
LOC100118045	NC_045758.1	836092	837368
LOC100118046	NC_045758.1	7727076	7729556
LOC100118047	NC_045761.1	17008991	17011094
LOC100118048	NC_045758.1	92352	96296
LOC100118049	NC_045758.1	21988295	22006265
LOC100118050	NC_045758.1	25585322	25587322
LOC100118051	NC_045758.1	15089866	15090947
LOC100118052	NC_045757.1	161602	164470
LOC100118054	NC_045759.1	42042	42837
LOC100118055	NC_045758.1	27930299	27938511
LOC100118056	NC_045759.1	14345267	14371665
LOC100118060	NC_045760.1	6045138	6169466
LOC100118061	NC_045758.1	34775297	34780072
LOC100118062	NC_045760.1	17655887	17661436
LOC100118063	NC_045761.1	13890536	13897304
LOC100118065	NC_045761.1	27250182	27254535
LOC100118066	NW_022279623.1	3601043	3605909
LOC100118067	NC_045758.1	8875908	8880491
LOC100118068	NC_045760.1	24800608	24814096
LOC100118069	NC_045760.1	10375593	10380725
LOC100118070	NC_045758.1	2850277	2851697
LOC100118072	NC_045761.1	9103168	9103702
LOC100118076	NC_045757.1	20544597	20548921
LOC100118079	NC_045759.1	6289115	6290722
LOC100118080	NC_045760.1	25811798	25814787
LOC100118081	NC_045761.1	8581432	8583616
LOC100118083	NC_045758.1	7721795	7725829
LOC100118085	NC_045761.1	17012592	17015206
LOC100118086	NC_045761.1	20440690	20442669
LOC100118087	NW_022279614.1	1897336	1906208
LOC100118088	NC_045758.1	83396	92198
LOC100118089	NC_045758.1	22004785	22009357
LOC100118091	NC_045758.1	25301290	25306325
LOC100118094	NC_045758.1	15147133	15148941
LOC100118095	NC_045757.1	165364	174788
LOC100118097	NC_045759.1	21570588	21573754
LOC100118098	NC_045759.1	58949	61241
LOC100118101	NC_045758.1	32970626	32972459
LOC100118104	NC_045760.1	5750450	5752215
LOC100118105	NC_045758.1	34694871	34776014
LOC100118106	NC_045757.1	25503651	25579474
LOC100118107	NC_045760.1	17661503	17683389
LOC100118110	NC_045760.1	8521782	8537164
LOC100118111	NC_045761.1	27242691	27248897
LOC100118112	NC_045758.1	8866614	8871259
LOC100118113	NW_022279639.1	173834	413538
LOC100118115	NC_045760.1	10371970	10376409
LOC100118116	NC_045759.1	3953651	3955520
LOC100118117	NC_045761.1	9109082	9109573
LOC100118119	NC_045760.1	4054973	4080881
LOC100118121	NC_045757.1	20551126	20552861
LOC100118122	NC_045759.1	6017395	6022365
LOC100118123	NC_045760.1	25805077	25806909
LOC100118125	NC_045758.1	885105	887176
LOC100118126	NC_045758.1	7715769	7718991
LOC100118127	NC_045760.1	32398525	32400587
LOC100118128	NC_045761.1	20439153	20440588
LOC100118129	NC_045758.1	78044	80280
LOC100118132	NC_045758.1	15153486	15155210
LOC100118133	NC_045757.1	175005	201476
LOC100118134	NC_045759.1	21575052	21577019
LOC100118135	NC_045759.1	87900	89959
LOC100118136	NC_045757.1	32236595	32245803
LOC100118137	NC_045759.1	14384591	14433231
LOC100118138	NC_045758.1	32967398	32968532
LOC100118139	NC_045759.1	19245709	19248521
LOC100118140	NC_045760.1	5746909	5750198
LOC100118141	NC_045758.1	34764761	34765921
LOC100118143	NC_045757.1	25535110	25537090
LOC100118146	NC_045761.1	27229661	27244648
LOC100118147	NC_045758.1	8864324	8866622
LOC100118148	NC_045760.1	10305169	10363166
LOC100118149	NW_022279623.1	1076519	1078746
LOC100118150	NC_045758.1	2864173	2866466
LOC100118152	NC_045759.1	3957500	3961851
LOC100118153	NC_045761.1	9104902	9105680
LOC100118155	NC_045760.1	4028389	4031448
LOC100118158	NC_045757.1	20560906	20579625
LOC100118159	NC_045757.1	4786366	4788874
LOC100118160	NW_022279589.1	2755782	2759257
LOC100118161	NC_045759.1	6007556	6012195
LOC100118162	NC_045760.1	25795742	25799691
LOC100118163	NC_045761.1	8573269	8576559
LOC100118164	NC_045758.1	890037	892026
LOC100118165	NC_045758.1	7708308	7710883
LOC100118166	NC_045761.1	20436869	20439001
LOC100118167	NC_045758.1	70398	76396
LOC100118168	NC_045758.1	22020161	22034253
LOC100118169	NC_045757.1	10775195	10780278
LOC100118170	NC_045758.1	24933066	24938127
LOC100118172	NC_045758.1	15507591	15510381
LOC100118174	NC_045759.1	343493	347164
LOC100118176	NC_045757.1	32245987	32250066
LOC100118177	NC_045759.1	14424254	14432657
LOC100118178	NC_045759.1	19249572	19252092
LOC100118179	NC_045760.1	5739589	5744081
LOC100118180	NC_045757.1	25551791	25553417
LOC100118181	NC_045760.1	17683405	17694310
LOC100118182	NC_045761.1	13837509	13842387
LOC100118184	NC_045760.1	8539777	8543549
LOC100118185	NW_022279623.1	3575833	3589284
LOC100118190	NC_045761.1	9109739	9110239
LOC100118195	NC_045759.1	5990379	5991785
LOC100118196	NC_045760.1	25790887	25795686
LOC100118197	NC_045758.1	946098	948002
LOC100118198	NC_045758.1	7707019	7709323
LOC100118200	NC_045761.1	17044658	17059024
LOC100118201	NC_045761.1	20434276	20436206
LOC100118202	NC_045758.1	53075	70278
LOC100118205	NC_045757.1	10767599	10769605
LOC100118206	NC_045758.1	24893315	24895241
LOC100118208	NC_045758.1	15688479	15695649
LOC100118209	NC_045759.1	21583452	21600540
LOC100118211	NC_045759.1	14435429	14446725
LOC100118213	NC_045758.1	32954892	32966674
LOC100118215	NC_045760.1	17692841	17953708
LOC100118216	NC_045761.1	13833267	13836690
LOC100118218	NC_045758.1	8855502	8858912
LOC100118220	NW_022279623.1	970282	972130
LOC100118221	NW_022279641.1	300701	311185
LOC100118222	NC_045759.1	3963007	3970915
LOC100118223	NC_045757.1	28479619	28481223
LOC100118224	NC_045757.1	20591854	20594892
LOC100118225	NC_045759.1	5991772	5992806
LOC100118226	NC_045760.1	25788539	25790737
LOC100118228	NC_045758.1	7662580	7689444
LOC100118229	NC_045760.1	32385099	32387699
LOC100118230	NC_045761.1	17071374	17083553
LOC100118231	NC_045761.1	20428642	20434227
